Date,District,LST,SSM,NDVI
2018-01-01,Agar Malwa,,,2732.24
2018-01-17,Agar Malwa,,,2732.24
2018-01-31,Agar Malwa,,2732.24,
2018-02-02,Agar Malwa,,,2732.24
2018-02-18,Agar Malwa,,,2732.24
2018-02-28,Agar Malwa,,2732.24,
2018-03-06,Agar Malwa,,,2732.24
2018-03-22,Agar Malwa,,,2732.24
2018-04-07,Agar Malwa,,,2732.24
2018-04-23,Agar Malwa,,,2732.24
2018-04-30,Agar Malwa,,2732.24,
2018-05-09,Agar Malwa,,,2732.24
2018-05-25,Agar Malwa,,,2732.24
2018-05-31,Agar Malwa,,2732.24,
2018-06-10,Agar Malwa,,,2732.24
2018-06-26,Agar Malwa,,,2732.24
2018-06-30,Agar Malwa,,2732.24,
2018-07-31,Agar Malwa,,2732.24,
2018-08-31,Agar Malwa,,2732.24,
2018-09-30,Agar Malwa,,2732.24,
2018-10-31,Agar Malwa,,2732.24,
2018-11-30,Agar Malwa,,2732.24,
2018-12-31,Agar Malwa,,2732.24,
2018-01-01,Alirajpur,,,3336.86
2018-01-17,Alirajpur,,,3336.86
2018-01-31,Alirajpur,,3336.86,
2018-02-02,Alirajpur,,,3336.86
2018-02-18,Alirajpur,,,3336.86
2018-02-28,Alirajpur,,3336.86,
2018-03-06,Alirajpur,,,3336.86
2018-03-22,Alirajpur,,,3336.86
2018-04-07,Alirajpur,,,3336.86
2018-04-23,Alirajpur,,,3336.86
2018-04-30,Alirajpur,,3336.86,
2018-05-09,Alirajpur,,,3336.86
2018-05-25,Alirajpur,,,3336.86
2018-05-31,Alirajpur,,3336.86,
2018-06-10,Alirajpur,,,3336.86
2018-06-26,Alirajpur,,,3336.86
2018-06-30,Alirajpur,,3336.86,
2018-07-31,Alirajpur,,3336.86,
2018-08-31,Alirajpur,,3336.86,
2018-09-30,Alirajpur,,3336.86,
2018-10-31,Alirajpur,,3336.86,
2018-11-30,Alirajpur,,3336.86,
2018-12-31,Alirajpur,,3336.86,
2018-01-01,Anuppur,,,3773.49
2018-01-17,Anuppur,,,3773.49
2018-01-31,Anuppur,,3773.49,
2018-02-02,Anuppur,,,3773.49
2018-02-18,Anuppur,,,3773.49
2018-02-28,Anuppur,,3773.49,
2018-03-06,Anuppur,,,3773.49
2018-03-22,Anuppur,,,3773.49
2018-04-07,Anuppur,,,3773.49
2018-04-23,Anuppur,,,3773.49
2018-04-30,Anuppur,,3773.49,
2018-05-09,Anuppur,,,3773.49
2018-05-25,Anuppur,,,3773.49
2018-05-31,Anuppur,,3773.49,
2018-06-10,Anuppur,,,3773.49
2018-06-26,Anuppur,,,3773.49
2018-06-30,Anuppur,,3773.49,
2018-07-31,Anuppur,,3773.49,
2018-08-31,Anuppur,,3773.49,
2018-09-30,Anuppur,,3773.49,
2018-10-31,Anuppur,,3773.49,
2018-11-30,Anuppur,,3773.49,
2018-12-31,Anuppur,,3773.49,
2018-01-31,Araria,2790.366,,
2018-02-28,Araria,2790.366,,
2018-03-31,Araria,2790.366,,
2018-04-30,Araria,2790.366,,
2018-05-31,Araria,2790.366,,
2018-06-30,Araria,2790.366,,
2018-07-31,Araria,2790.366,,
2018-08-31,Araria,2790.366,,
2018-09-30,Araria,2790.366,,
2018-10-31,Araria,2790.366,,
2018-11-30,Araria,2790.366,,
2018-12-31,Araria,2790.366,,
2018-01-31,Arwal,637.821,,
2018-02-28,Arwal,637.821,,
2018-03-31,Arwal,637.821,,
2018-04-30,Arwal,637.821,,
2018-05-31,Arwal,637.821,,
2018-06-30,Arwal,637.821,,
2018-07-31,Arwal,637.821,,
2018-08-31,Arwal,637.821,,
2018-09-30,Arwal,637.821,,
2018-10-31,Arwal,637.821,,
2018-11-30,Arwal,637.821,,
2018-12-31,Arwal,637.821,,
2018-01-01,Ashoknagar,,,4736.42
2018-01-17,Ashoknagar,,,4736.42
2018-01-31,Ashoknagar,,4736.42,
2018-02-02,Ashoknagar,,,4736.42
2018-02-18,Ashoknagar,,,4736.42
2018-02-28,Ashoknagar,,4736.42,
2018-03-06,Ashoknagar,,,4736.42
2018-03-22,Ashoknagar,,,4736.42
2018-04-07,Ashoknagar,,,4736.42
2018-04-23,Ashoknagar,,,4736.42
2018-04-30,Ashoknagar,,4736.42,
2018-05-09,Ashoknagar,,,4736.42
2018-05-25,Ashoknagar,,,4736.42
2018-05-31,Ashoknagar,,4736.42,
2018-06-10,Ashoknagar,,,4736.42
2018-06-26,Ashoknagar,,,4736.42
2018-06-30,Ashoknagar,,4736.42,
2018-07-31,Ashoknagar,,4736.42,
2018-08-31,Ashoknagar,,4736.42,
2018-09-30,Ashoknagar,,4736.42,
2018-10-31,Ashoknagar,,4736.42,
2018-11-30,Ashoknagar,,4736.42,
2018-12-31,Ashoknagar,,4736.42,
2018-01-31,Aurangabad,3306.116,,
2018-02-28,Aurangabad,3306.116,,
2018-03-31,Aurangabad,3306.116,,
2018-04-30,Aurangabad,3306.116,,
2018-05-31,Aurangabad,3306.116,,
2018-06-30,Aurangabad,3306.116,,
2018-07-31,Aurangabad,3306.116,,
2018-08-31,Aurangabad,3306.116,,
2018-09-30,Aurangabad,3306.116,,
2018-10-31,Aurangabad,3306.116,,
2018-11-30,Aurangabad,3306.116,,
2018-12-31,Aurangabad,3306.116,,
2018-01-01,Balaghat,,,9249.32
2018-01-17,Balaghat,,,9249.32
2018-01-31,Balaghat,,9249.32,
2018-02-02,Balaghat,,,9249.32
2018-02-18,Balaghat,,,9249.32
2018-02-28,Balaghat,,9249.32,
2018-03-06,Balaghat,,,9249.32
2018-03-22,Balaghat,,,9249.32
2018-04-07,Balaghat,,,9249.32
2018-04-23,Balaghat,,,9249.32
2018-04-30,Balaghat,,9249.32,
2018-05-09,Balaghat,,,9249.32
2018-05-25,Balaghat,,,9249.32
2018-05-31,Balaghat,,9249.32,
2018-06-10,Balaghat,,,9249.32
2018-06-26,Balaghat,,,9249.32
2018-06-30,Balaghat,,9249.32,
2018-07-31,Balaghat,,9249.32,
2018-08-31,Balaghat,,9249.32,
2018-09-30,Balaghat,,9249.32,
2018-10-31,Balaghat,,9249.32,
2018-11-30,Balaghat,,9249.32,
2018-12-31,Balaghat,,9249.32,
2018-01-31,Banka,3025.641,,
2018-02-28,Banka,3025.641,,
2018-03-31,Banka,3025.641,,
2018-04-30,Banka,3025.641,,
2018-05-31,Banka,3025.641,,
2018-06-30,Banka,3025.641,,
2018-07-31,Banka,3025.641,,
2018-08-31,Banka,3025.641,,
2018-09-30,Banka,3025.641,,
2018-10-31,Banka,3025.641,,
2018-11-30,Banka,3025.641,,
2018-12-31,Banka,3025.641,,
2018-01-01,Barwani,,,5428.96
2018-01-17,Barwani,,,5428.96
2018-01-31,Barwani,,5428.96,
2018-02-02,Barwani,,,5428.96
2018-02-18,Barwani,,,5428.96
2018-02-28,Barwani,,5428.96,
2018-03-06,Barwani,,,5428.96
2018-03-22,Barwani,,,5428.96
2018-04-07,Barwani,,,5428.96
2018-04-23,Barwani,,,5428.96
2018-04-30,Barwani,,5428.96,
2018-05-09,Barwani,,,5428.96
2018-05-25,Barwani,,,5428.96
2018-05-31,Barwani,,5428.96,
2018-06-10,Barwani,,,5428.96
2018-06-26,Barwani,,,5428.96
2018-06-30,Barwani,,5428.96,
2018-07-31,Barwani,,5428.96,
2018-08-31,Barwani,,5428.96,
2018-09-30,Barwani,,5428.96,
2018-10-31,Barwani,,5428.96,
2018-11-30,Barwani,,5428.96,
2018-12-31,Barwani,,5428.96,
2018-01-31,Begusarai,1922.988,,
2018-02-28,Begusarai,1922.988,,
2018-03-31,Begusarai,1922.988,,
2018-04-30,Begusarai,1922.988,,
2018-05-31,Begusarai,1922.988,,
2018-06-30,Begusarai,1922.988,,
2018-07-31,Begusarai,1922.988,,
2018-08-31,Begusarai,1922.988,,
2018-09-30,Begusarai,1922.988,,
2018-10-31,Begusarai,1922.988,,
2018-11-30,Begusarai,1922.988,,
2018-12-31,Begusarai,1922.988,,
2018-01-01,Betul,,,10053.46
2018-01-17,Betul,,,10053.46
2018-01-31,Betul,,10053.46,
2018-02-02,Betul,,,10053.46
2018-02-18,Betul,,,10053.46
2018-02-28,Betul,,10053.46,
2018-03-06,Betul,,,10053.46
2018-03-22,Betul,,,10053.46
2018-04-07,Betul,,,10053.46
2018-04-23,Betul,,,10053.46
2018-04-30,Betul,,10053.46,
2018-05-09,Betul,,,10053.46
2018-05-25,Betul,,,10053.46
2018-05-31,Betul,,10053.46,
2018-06-10,Betul,,,10053.46
2018-06-26,Betul,,,10053.46
2018-06-30,Betul,,10053.46,
2018-07-31,Betul,,10053.46,
2018-08-31,Betul,,10053.46,
2018-09-30,Betul,,10053.46,
2018-10-31,Betul,,10053.46,
2018-11-30,Betul,,10053.46,
2018-12-31,Betul,,10053.46,
2018-01-31,Bhagalpur,2556.556,,
2018-02-28,Bhagalpur,2556.556,,
2018-03-31,Bhagalpur,2556.556,,
2018-04-30,Bhagalpur,2556.556,,
2018-05-31,Bhagalpur,2556.556,,
2018-06-30,Bhagalpur,2556.556,,
2018-07-31,Bhagalpur,2556.556,,
2018-08-31,Bhagalpur,2556.556,,
2018-09-30,Bhagalpur,2556.556,,
2018-10-31,Bhagalpur,2556.556,,
2018-11-30,Bhagalpur,2556.556,,
2018-12-31,Bhagalpur,2556.556,,
2018-01-01,Bhind,,,4462.78
2018-01-17,Bhind,,,4462.78
2018-01-31,Bhind,,4462.78,
2018-02-02,Bhind,,,4462.78
2018-02-18,Bhind,,,4462.78
2018-02-28,Bhind,,4462.78,
2018-03-06,Bhind,,,4462.78
2018-03-22,Bhind,,,4462.78
2018-04-07,Bhind,,,4462.78
2018-04-23,Bhind,,,4462.78
2018-04-30,Bhind,,4462.78,
2018-05-09,Bhind,,,4462.78
2018-05-25,Bhind,,,4462.78
2018-05-31,Bhind,,4462.78,
2018-06-10,Bhind,,,4462.78
2018-06-26,Bhind,,,4462.78
2018-06-30,Bhind,,4462.78,
2018-07-31,Bhind,,4462.78,
2018-08-31,Bhind,,4462.78,
2018-09-30,Bhind,,4462.78,
2018-10-31,Bhind,,4462.78,
2018-11-30,Bhind,,4462.78,
2018-12-31,Bhind,,4462.78,
2018-01-31,Bhojpur,2389.738,,
2018-02-28,Bhojpur,2389.738,,
2018-03-31,Bhojpur,2389.738,,
2018-04-30,Bhojpur,2389.738,,
2018-05-31,Bhojpur,2389.738,,
2018-06-30,Bhojpur,2389.738,,
2018-07-31,Bhojpur,2389.738,,
2018-08-31,Bhojpur,2389.738,,
2018-09-30,Bhojpur,2389.738,,
2018-10-31,Bhojpur,2389.738,,
2018-11-30,Bhojpur,2389.738,,
2018-12-31,Bhojpur,2389.738,,
2018-01-01,Bhopal,,,2767.36
2018-01-17,Bhopal,,,2767.36
2018-01-31,Bhopal,,2767.36,
2018-02-02,Bhopal,,,2767.36
2018-02-18,Bhopal,,,2767.36
2018-02-28,Bhopal,,2767.36,
2018-03-06,Bhopal,,,2767.36
2018-03-22,Bhopal,,,2767.36
2018-04-07,Bhopal,,,2767.36
2018-04-23,Bhopal,,,2767.36
2018-04-30,Bhopal,,2767.36,
2018-05-09,Bhopal,,,2767.36
2018-05-25,Bhopal,,,2767.36
2018-05-31,Bhopal,,2767.36,
2018-06-10,Bhopal,,,2767.36
2018-06-26,Bhopal,,,2767.36
2018-06-30,Bhopal,,2767.36,
2018-07-31,Bhopal,,2767.36,
2018-08-31,Bhopal,,2767.36,
2018-09-30,Bhopal,,2767.36,
2018-10-31,Bhopal,,2767.36,
2018-11-30,Bhopal,,2767.36,
2018-12-31,Bhopal,,2767.36,
2018-01-01,Burhanpur,,,3225.11
2018-01-17,Burhanpur,,,3225.11
2018-01-31,Burhanpur,,3225.11,
2018-02-02,Burhanpur,,,3225.11
2018-02-18,Burhanpur,,,3225.11
2018-02-28,Burhanpur,,3225.11,
2018-03-06,Burhanpur,,,3225.11
2018-03-22,Burhanpur,,,3225.11
2018-04-07,Burhanpur,,,3225.11
2018-04-23,Burhanpur,,,3225.11
2018-04-30,Burhanpur,,3225.11,
2018-05-09,Burhanpur,,,3225.11
2018-05-25,Burhanpur,,,3225.11
2018-05-31,Burhanpur,,3225.11,
2018-06-10,Burhanpur,,,3225.11
2018-06-26,Burhanpur,,,3225.11
2018-06-30,Burhanpur,,3225.11,
2018-07-31,Burhanpur,,3225.11,
2018-08-31,Burhanpur,,3225.11,
2018-09-30,Burhanpur,,3225.11,
2018-10-31,Burhanpur,,3225.11,
2018-11-30,Burhanpur,,3225.11,
2018-12-31,Burhanpur,,3225.11,
2018-01-31,Buxar,1700.678,,
2018-02-28,Buxar,1700.678,,
2018-03-31,Buxar,1700.678,,
2018-04-30,Buxar,1700.678,,
2018-05-31,Buxar,1700.678,,
2018-06-30,Buxar,1700.678,,
2018-07-31,Buxar,1700.678,,
2018-08-31,Buxar,1700.678,,
2018-09-30,Buxar,1700.678,,
2018-10-31,Buxar,1700.678,,
2018-11-30,Buxar,1700.678,,
2018-12-31,Buxar,1700.678,,
2018-01-01,Chhatarpur,,,8677.2
2018-01-17,Chhatarpur,,,8677.2
2018-01-31,Chhatarpur,,8677.2,
2018-02-02,Chhatarpur,,,8677.2
2018-02-18,Chhatarpur,,,8677.2
2018-02-28,Chhatarpur,,8677.2,
2018-03-06,Chhatarpur,,,8677.2
2018-03-22,Chhatarpur,,,8677.2
2018-04-07,Chhatarpur,,,8677.2
2018-04-23,Chhatarpur,,,8677.2
2018-04-30,Chhatarpur,,8677.2,
2018-05-09,Chhatarpur,,,8677.2
2018-05-25,Chhatarpur,,,8677.2
2018-05-31,Chhatarpur,,8677.2,
2018-06-10,Chhatarpur,,,8677.2
2018-06-26,Chhatarpur,,,8677.2
2018-06-30,Chhatarpur,,8677.2,
2018-07-31,Chhatarpur,,8677.2,
2018-08-31,Chhatarpur,,8677.2,
2018-09-30,Chhatarpur,,8677.2,
2018-10-31,Chhatarpur,,8677.2,
2018-11-30,Chhatarpur,,8677.2,
2018-12-31,Chhatarpur,,8677.2,
2018-01-01,Chhindwara,,,11811.12
2018-01-17,Chhindwara,,,11811.12
2018-01-31,Chhindwara,,11811.12,
2018-02-02,Chhindwara,,,11811.12
2018-02-18,Chhindwara,,,11811.12
2018-02-28,Chhindwara,,11811.12,
2018-03-06,Chhindwara,,,11811.12
2018-03-22,Chhindwara,,,11811.12
2018-04-07,Chhindwara,,,11811.12
2018-04-23,Chhindwara,,,11811.12
2018-04-30,Chhindwara,,11811.12,
2018-05-09,Chhindwara,,,11811.12
2018-05-25,Chhindwara,,,11811.12
2018-05-31,Chhindwara,,11811.12,
2018-06-10,Chhindwara,,,11811.12
2018-06-26,Chhindwara,,,11811.12
2018-06-30,Chhindwara,,11811.12,
2018-07-31,Chhindwara,,11811.12,
2018-08-31,Chhindwara,,11811.12,
2018-09-30,Chhindwara,,11811.12,
2018-10-31,Chhindwara,,11811.12,
2018-11-30,Chhindwara,,11811.12,
2018-12-31,Chhindwara,,11811.12,
2018-01-01,Damoh,,,7302.94
2018-01-17,Damoh,,,7302.94
2018-01-31,Damoh,,7302.94,
2018-02-02,Damoh,,,7302.94
2018-02-18,Damoh,,,7302.94
2018-02-28,Damoh,,7302.94,
2018-03-06,Damoh,,,7302.94
2018-03-22,Damoh,,,7302.94
2018-04-07,Damoh,,,7302.94
2018-04-23,Damoh,,,7302.94
2018-04-30,Damoh,,7302.94,
2018-05-09,Damoh,,,7302.94
2018-05-25,Damoh,,,7302.94
2018-05-31,Damoh,,7302.94,
2018-06-10,Damoh,,,7302.94
2018-06-26,Damoh,,,7302.94
2018-06-30,Damoh,,7302.94,
2018-07-31,Damoh,,7302.94,
2018-08-31,Damoh,,7302.94,
2018-09-30,Damoh,,7302.94,
2018-10-31,Damoh,,7302.94,
2018-11-30,Damoh,,7302.94,
2018-12-31,Damoh,,7302.94,
2018-01-31,Darbhanga,2517.44,,
2018-02-28,Darbhanga,2517.44,,
2018-03-31,Darbhanga,2517.44,,
2018-04-30,Darbhanga,2517.44,,
2018-05-31,Darbhanga,2517.44,,
2018-06-30,Darbhanga,2517.44,,
2018-07-31,Darbhanga,2517.44,,
2018-08-31,Darbhanga,2517.44,,
2018-09-30,Darbhanga,2517.44,,
2018-10-31,Darbhanga,2517.44,,
2018-11-30,Darbhanga,2517.44,,
2018-12-31,Darbhanga,2517.44,,
2018-01-01,Datia,,,2686.62
2018-01-17,Datia,,,2686.62
2018-01-31,Datia,,2686.62,
2018-02-02,Datia,,,2686.62
2018-02-18,Datia,,,2686.62
2018-02-28,Datia,,2686.62,
2018-03-06,Datia,,,2686.62
2018-03-22,Datia,,,2686.62
2018-04-07,Datia,,,2686.62
2018-04-23,Datia,,,2686.62
2018-04-30,Datia,,2686.62,
2018-05-09,Datia,,,2686.62
2018-05-25,Datia,,,2686.62
2018-05-31,Datia,,2686.62,
2018-06-10,Datia,,,2686.62
2018-06-26,Datia,,,2686.62
2018-06-30,Datia,,2686.62,
2018-07-31,Datia,,2686.62,
2018-08-31,Datia,,2686.62,
2018-09-30,Datia,,2686.62,
2018-10-31,Datia,,2686.62,
2018-11-30,Datia,,2686.62,
2018-12-31,Datia,,2686.62,
2018-01-01,Dewas,,,7012.28
2018-01-17,Dewas,,,7012.28
2018-01-31,Dewas,,7012.28,
2018-02-02,Dewas,,,7012.28
2018-02-18,Dewas,,,7012.28
2018-02-28,Dewas,,7012.28,
2018-03-06,Dewas,,,7012.28
2018-03-22,Dewas,,,7012.28
2018-04-07,Dewas,,,7012.28
2018-04-23,Dewas,,,7012.28
2018-04-30,Dewas,,7012.28,
2018-05-09,Dewas,,,7012.28
2018-05-25,Dewas,,,7012.28
2018-05-31,Dewas,,7012.28,
2018-06-10,Dewas,,,7012.28
2018-06-26,Dewas,,,7012.28
2018-06-30,Dewas,,7012.28,
2018-07-31,Dewas,,7012.28,
2018-08-31,Dewas,,7012.28,
2018-09-30,Dewas,,7012.28,
2018-10-31,Dewas,,7012.28,
2018-11-30,Dewas,,7012.28,
2018-12-31,Dewas,,7012.28,
2018-01-01,Dhar,,,8156.39
2018-01-17,Dhar,,,8156.39
2018-01-31,Dhar,,8156.39,
2018-02-02,Dhar,,,8156.39
2018-02-18,Dhar,,,8156.39
2018-02-28,Dhar,,8156.39,
2018-03-06,Dhar,,,8156.39
2018-03-22,Dhar,,,8156.39
2018-04-07,Dhar,,,8156.39
2018-04-23,Dhar,,,8156.39
2018-04-30,Dhar,,8156.39,
2018-05-09,Dhar,,,8156.39
2018-05-25,Dhar,,,8156.39
2018-05-31,Dhar,,8156.39,
2018-06-10,Dhar,,,8156.39
2018-06-26,Dhar,,,8156.39
2018-06-30,Dhar,,8156.39,
2018-07-31,Dhar,,8156.39,
2018-08-31,Dhar,,8156.39,
2018-09-30,Dhar,,8156.39,
2018-10-31,Dhar,,8156.39,
2018-11-30,Dhar,,8156.39,
